# VHH-NNLO grid scan points
# process: ZHH
# energy_tev: 13.6
# scan_axes: kappa_lambda,kappa_z
# scan_x_keys: kappa_lambda,kappa_z
# windows: kappa_lambda=[-0.7,6.1]; kappa_z=[0.9,1.2]
# n_points_per_axis: 40
# n_points_total: 1600
# fixed_kappa: 1,1,1,1
#
kappa_lambda	kappa_z	sigma_lo	sigma_nnlo	k	sigma_heft_over_sm_lo	sigma_heft_over_sm_nnlo
1.741025641	1.169230769	0.5207658181	0.7111907923	1.365663351	1.791450751	1.793828908
1.741025641	1.176923077	0.5263461548	0.7198110476	1.36756209	1.810647284	1.815571686
1.741025641	1.184615385	0.5320051089	0.7285524554	1.369446352	1.830114264	1.837620045
1.741025641	1.192307692	0.5377437122	0.7374162986	1.37131552	1.849855239	1.859977221
1.741025641	1.2	0.5435630036	0.7464038698	1.373169007	1.869873784	1.882646476
1.915384615	0.9	0.3967696887	0.5121161682	1.29071394	1.364900176	1.291705119
1.915384615	0.9076923077	0.4005420728	0.5176874672	1.29246714	1.377877296	1.305757546
1.915384615	0.9153846154	0.4043628727	0.5233433288	1.294241791	1.391020967	1.320023265
1.915384615	0.9230769231	0.4082328664	0.529084707	1.296036529	1.404333867	1.334504682
1.915384615	0.9307692308	0.4121528389	0.5349125655	1.297850008	1.417818695	1.349204227
1.915384615	0.9384615385	0.4161235825	0.5408278771	1.299680912	1.431478178	1.364124354
1.915384615	0.9461538462	0.4201458963	0.5468316245	1.301527944	1.445315063	1.379267542
1.915384615	0.9538461538	0.4242205868	0.5529247998	1.303389833	1.459332127	1.394636293
1.915384615	0.9615384615	0.4283484675	0.5591084046	1.305265332	1.473532165	1.410233133
1.915384615	0.9692307692	0.4325303587	0.56538345	1.307153217	1.487918003	1.426060612
1.915384615	0.9769230769	0.4367670883	0.5717509566	1.309052289	1.502492485	1.442121306
1.915384615	0.9846153846	0.4410594908	0.5782119546	1.310961371	1.517258485	1.458417812
1.915384615	0.9923076923	0.4454084082	0.5847674836	1.31287931	1.532218897	1.474952752
1.915384615	1	0.4498146892	0.5914185929	1.314804979	1.547376642	1.491728774
1.915384615	1.007692308	0.4542791899	0.5981663411	1.316737272	1.562734664	1.508748547
1.915384615	1.015384615	0.4588027734	0.6050117964	1.318675107	1.578295933	1.526014765
1.915384615	1.023076923	0.4633863098	0.6119560365	1.320617428	1.594063442	1.543530148
1.915384615	1.030769231	0.4680306763	0.6190001488	1.3225632	1.610040209	1.561297437
1.915384615	1.038461538	0.4727367574	0.62614523	1.324511412	1.626229275	1.579319398
1.915384615	1.046153846	0.4775054444	0.6333923863	1.326461078	1.642633708	1.597598823
1.915384615	1.053846154	0.4823376359	0.6407427336	1.328411233	1.659256599	1.616138525
1.915384615	1.061538462	0.4872342375	0.6481973972	1.330360938	1.676101062	1.634941343
1.915384615	1.069230769	0.4921961618	0.6557575118	1.332309276	1.693170237	1.654010139
1.915384615	1.076923077	0.4972243288	0.6634242219	1.334255352	1.710467289	1.6733478
1.915384615	1.084615385	0.5023196651	0.6711986813	1.336198297	1.727995406	1.692957235
1.915384615	1.092307692	0.5074831049	0.6790820534	1.338137264	1.745757801	1.71284138
1.915384615	1.1	0.5127155892	0.687075511	1.340071426	1.763757711	1.733003193
1.915384615	1.107692308	0.5180180661	0.6951802366	1.341999984	1.781998398	1.753445655
1.915384615	1.115384615	0.5233914909	0.7033974221	1.343922158	1.800483148	1.774171774
1.915384615	1.123076923	0.5288368259	0.711728269	1.345837192	1.819215271	1.79518458
1.915384615	1.130769231	0.5343550405	0.7201739881	1.347744353	1.838198102	1.816487127
1.915384615	1.138461538	0.5399471112	0.7287358001	1.349642928	1.857435001	1.838082493
1.915384615	1.146153846	0.5456140217	0.7374149348	1.351532229	1.876929351	1.859973782
1.915384615	1.153846154	0.5513567625	0.7462126318	1.353411589	1.896684559	1.882164118
1.915384615	1.161538462	0.5571763315	0.7551301401	1.355280362	1.916704059	1.904656654
1.915384615	1.169230769	0.5630737336	0.7641687183	1.357137925	1.936991307	1.927454563
1.915384615	1.176923077	0.5690499807	0.7733296343	1.358983676	1.957549785	1.950561043
1.915384615	1.184615385	0.5751060918	0.7826141659	1.360817034	1.978382997	1.973979317
1.915384615	1.192307692	0.5812430931	0.7920235999	1.362637439	1.999494474	1.997712632
1.915384615	1.2	0.5874620178	0.8015592332	1.364444354	2.02088777	2.021764257
2.08974359	0.9	0.4274284614	0.5494037878	1.285370155	1.470367316	1.385755282
2.08974359	0.9076923077	0.4315732256	0.5554632201	1.287065988	1.484625435	1.401038923
2.08974359	0.9153846154	0.4357680515	0.5616099306	1.288781793	1.499055767	1.416542705
2.08974359	0.9230769231	0.4400137114	0.5678448775	1.290516325	1.51366097	1.432269045
2.08974359	0.9307692308	0.4443109847	0.5741690283	1.292268362	1.528443725	1.448220382
2.08974359	0.9384615385	0.448660658	0.5805833601	1.294036706	1.543406738	1.464399183
2.08974359	0.9461538462	0.4530635248	0.5870888594	1.295820183	1.558552738	1.480807934
2.08974359	0.9538461538	0.457520386	0.5936865225	1.297617638	1.57388448	1.497449149
2.08974359	0.9615384615	0.4620320492	0.6003773549	1.299427942	1.589404743	1.514325363
2.08974359	0.9692307692	0.4665993294	0.6071623718	1.301249988	1.60511633	1.531439139
2.08974359	0.9769230769	0.4712230485	0.614042598	1.303082691	1.621022069	1.548793059
2.08974359	0.9846153846	0.4759040357	0.6210190674	1.304924987	1.637124812	1.566389733
2.08974359	0.9923076923	0.480643127	0.628092824	1.306775836	1.653427435	1.584231794
2.08974359	1	0.4854411657	0.6352649208	1.308634219	1.669932838	1.602321897
2.08974359	1.007692308	0.4902990021	0.6425364206	1.31049914	1.686643948	1.620662723
2.08974359	1.015384615	0.4952174937	0.6499083957	1.312369624	1.703563713	1.639256977
2.08974359	1.023076923	0.5001975049	0.6573819279	1.314244716	1.720695108	1.658107387
2.08974359	1.030769231	0.5052399074	0.6649581084	1.316123486	1.738041131	1.677216705
2.08974359	1.038461538	0.5103455798	0.672638038	1.318005024	1.755604804	1.696587709
2.08974359	1.046153846	0.515515408	0.6804228271	1.319888439	1.773389175	1.7162232
2.08974359	1.053846154	0.5207502848	0.6883135955	1.321772864	1.791397316	1.736126
2.08974359	1.061538462	0.5260511101	0.6963114725	1.323657453	1.809632321	1.756298959
2.08974359	1.069230769	0.531418791	0.704417597	1.325541379	1.828097312	1.77674495
2.08974359	1.076923077	0.5368542417	0.7126331173	1.327423837	1.846795433	1.797466869
2.08974359	1.084615385	0.5423583833	0.7209591915	1.329304043	1.865729853	1.818467637
2.08974359	1.092307692	0.5479321443	0.7293969868	1.331181232	1.884903765	1.839750197
2.08974359	1.1	0.5535764599	0.7379476803	1.333054661	1.904320388	1.86131752
2.08974359	1.107692308	0.5592922727	0.7466124583	1.334923608	1.923982963	1.883172596
2.08974359	1.115384615	0.5650805322	0.7553925169	1.336787367	1.943894758	1.905318444
2.08974359	1.123076923	0.5709421952	0.7642890615	1.338645257	1.964059062	1.927758103
2.08974359	1.130769231	0.5768782254	0.7733033071	1.340496613	1.984479192	1.950494638
2.08974359	1.138461538	0.5828895937	0.7824364783	1.342340791	2.005158488	1.973531138
2.08974359	1.146153846	0.588977278	0.7916898089	1.344177167	2.026100313	1.996870714
2.08974359	1.153846154	0.5951422633	0.8010645427	1.346005135	2.047308055	2.020516505
2.08974359	1.161538462	0.6013855418	0.8105619327	1.34782411	2.068785129	2.04447167
2.08974359	1.169230769	0.6077081126	0.8201832414	1.349633524	2.090534971	2.068739393
2.08974359	1.176923077	0.6141109821	0.8299297409	1.351432827	2.112561043	2.093322885
2.08974359	1.184615385	0.6205951637	0.8398027128	1.353221491	2.134866831	2.118225376
2.08974359	1.192307692	0.6271616778	0.8498034484	1.354999003	2.157455846	2.143450124
2.08974359	1.2	0.633811552	0.8599332481	1.35676487	2.180331622	2.169000409
2.264102564	0.9	0.4594656517	0.5884038657	1.280626448	1.580576255	1.48412476
2.264102564	0.9076923077	0.4640064593	0.5949825675	1.282272166	1.596196776	1.500718149
2.264102564	0.9153846154	0.4685991759	0.6016516571	1.283936652	1.611995865	1.517539522
2.264102564	0.9230769231	0.4732445682	0.6084120966	1.285618764	1.62797616	1.534591306
2.264102564	0.9307692308	0.4779434098	0.6152648577	1.287317379	1.644140323	1.551875952
2.264102564	0.9384615385	0.4826964818	0.6222109214	1.289031399	1.66049104	1.569395934
2.264102564	0.9461538462	0.487504572	0.6292512784	1.290759748	1.677031021	1.587153751
2.264102564	0.9538461538	0.4923684755	0.6363869288	1.292501369	1.693763001	1.605151926
2.264102564	0.9615384615	0.4972889944	0.6436188824	1.294255231	1.710689741	1.623393004
2.264102564	0.9692307692	0.5022669381	0.6509481583	1.296020321	1.727814023	1.641879558
2.264102564	0.9769230769	0.5073031227	0.6583757852	1.297795649	1.745138656	1.660614182
2.264102564	0.9846153846	0.5123983717	0.6659028014	1.299580245	1.762666473	1.679599494
2.264102564	0.9923076923	0.5175535157	0.6735302546	1.301373161	1.78040033	1.698838138
2.264102564	1	0.5227693921	0.681259202	1.303173469	1.798343108	1.718332779
2.264102564	1.007692308	0.5280468457	0.6890907105	1.304980261	1.816497714	1.738086109
2.264102564	1.015384615	0.5333867282	0.6970258562	1.30679265	1.834867078	1.758100842
2.264102564	1.023076923	0.5387898986	0.7050657251	1.30860977	1.853454153	1.778379717
2.264102564	1.030769231	0.5442572226	0.7132114125	1.310430772	1.872261919	1.798925497
2.264102564	1.038461538	0.5497895735	0.7214640231	1.31225483	1.89129338	1.819740968
2.264102564	1.046153846	0.5553878312	0.7298246713	1.314081134	1.910551562	1.840828941
2.264102564	1.053846154	0.5610528831	0.7382944811	1.315908898	1.930039518	1.862192252
2.264102564	1.061538462	0.5667856234	0.7468745858	1.317737351	1.949760325	1.883833758
2.264102564	1.069230769	0.5725869535	0.7555661283	1.319565742	1.969717082	1.905756342
2.264102564	1.076923077	0.5784577819	0.764370261	1.321393341	1.989912916	1.927962912
2.264102564	1.084615385	0.5843990241	0.7732881458	1.323219434	2.010350976	1.950456397
2.264102564	1.092307692	0.5904116029	0.7823209543	1.325043326	2.031034435	1.973239753
2.264102564	1.1	0.596496448	0.7914698674	1.326864343	2.051966493	1.996315958
2.264102564	1.107692308	0.6026544962	0.8007360755	1.328681824	2.073150372	2.019688016
2.264102564	1.115384615	0.6088866915	0.8101207787	1.330495132	2.09458932	2.043358952
2.264102564	1.123076923	0.6151939848	0.8196251865	1.332303642	2.116286607	2.067331818
2.264102564	1.130769231	0.6215773344	0.8292505179	1.334106751	2.138245529	2.091609688
2.264102564	1.138461538	0.6280377053	0.8389980014	1.335903871	2.160469408	2.116195661
2.264102564	1.146153846	0.6345760699	0.8488688752	1.337694432	2.182961587	2.14109286
2.264102564	1.153846154	0.6411934075	0.8588643869	1.339477881	2.205725436	2.166304432
2.264102564	1.161538462	0.6478907047	0.8689857934	1.341253682	2.228764349	2.191833547
2.264102564	1.169230769	0.654668955	0.8792343615	1.343021316	2.252081742	2.2176834
2.264102564	1.176923077	0.661529159	0.8896113672	1.344780279	2.275681059	2.243857211
2.264102564	1.184615385	0.6684723244	0.9001180963	1.346530086	2.299565766	2.270358221
2.264102564	1.192307692	0.6754994662	0.9107558438	1.348270264	2.323739354	2.297189697
2.264102564	1.2	0.6826116061	0.9215259145	1.350000361	2.348205339	2.324354931
2.438461538	0.9	0.4928812594	0.6291164018	1.276405605	1.695526994	1.586813553
2.438461538	0.9076923077	0.4978417739	0.6362455094	1.278007477	1.712591319	1.604795225
2.438461538	0.9153846154	0.502856246	0.6434685082	1.279627157	1.729841261	1.623013717
2.438461538	0.9230769231	0.5079254368	0.6507863644	1.281263582	1.747279436	1.641471467
2.438461538	0.9307692308	0.5130501143	0.6582000536	1.282915714	1.764908488	1.660170936
2.438461538	0.9384615385	0.5182310539	0.6657105611	1.284582535	1.782731082	1.679114609
2.438461538	0.9461538462	0.5234690378	0.6733188814	1.286263051	1.800749911	1.698304994
2.438461538	0.9538461538	0.5287648554	0.6810260189	1.287956285	1.81896769	1.717744624
2.438461538	0.9615384615	0.5341193032	0.6888329871	1.289661285	1.837387159	1.737436056
2.438461538	0.9692307692	0.5395331848	0.6967408094	1.291377118	1.856011081	1.757381871
2.438461538	0.9769230769	0.5450073108	0.7047505185	1.293102871	1.874842246	1.777584675
2.438461538	0.9846153846	0.550542499	0.7128631566	1.294837652	1.893883467	1.798047095
2.438461538	0.9923076923	0.5561395743	0.7210797755	1.296580587	1.913137582	1.818771784
2.438461538	1	0.5617993685	0.7294014366	1.298330823	1.932607452	1.839761421
2.438461538	1.007692308	0.5675227208	0.7378292106	1.300087527	1.952295963	1.861018705
2.438461538	1.015384615	0.5733104771	0.7463641778	1.301849883	1.972206026	1.882546361
2.438461538	1.023076923	0.5791634908	0.7550074282	1.303617096	1.992340577	1.904347139
2.438461538	1.030769231	0.5850826221	0.763760061	1.305388388	2.012702574	1.926423811
2.438461538	1.038461538	0.5910687383	0.7726231851	1.307163	2.033295002	1.948779174
2.438461538	1.046153846	0.5971227141	0.781597919	1.30894019	2.054120868	1.971416049
2.438461538	1.053846154	0.6032454308	0.7906853905	1.310719236	2.075183206	1.994337281
2.438461538	1.061538462	0.6094377773	0.7998867371	1.312499433	2.096485072	2.017545739
2.438461538	1.069230769	0.6157006491	0.8092031057	1.314280092	2.118029548	2.041044315
2.438461538	1.076923077	0.6220349492	0.8186356528	1.316060543	2.139819739	2.064835927
2.438461538	1.084615385	0.6284415875	0.8281855443	1.317840132	2.161858775	2.088923516
2.438461538	1.092307692	0.6349214809	0.8378539558	1.319618222	2.184149812	2.113310047
2.438461538	1.1	0.6414755536	0.8476420722	1.321394194	2.206696028	2.137998508
2.438461538	1.107692308	0.6481047368	0.857551088	1.323167444	2.229500626	2.162991912
2.438461538	1.115384615	0.6548099687	0.8675822074	1.324937385	2.252566834	2.188293297
2.438461538	1.123076923	0.6615921947	0.8777366438	1.326703445	2.275897904	2.213905723
2.438461538	1.130769231	0.6684523673	0.8880156203	1.328465069	2.299497113	2.239832275
2.438461538	1.138461538	0.675391446	0.8984203696	1.330221718	2.323367761	2.266076063
2.438461538	1.146153846	0.6824103974	0.9089521337	1.331972867	2.347513174	2.292640219
2.438461538	1.153846154	0.6895101953	0.9196121642	1.333718008	2.371936702	2.319527899
2.438461538	1.161538462	0.6966918204	0.9304017223	1.335456647	2.396641718	2.346742286
2.438461538	1.169230769	0.7039562608	0.9413220787	1.337188304	2.42163162	2.374286584
2.438461538	1.176923077	0.7113045113	0.9523745134	1.338912517	2.446909833	2.402164021
2.438461538	1.184615385	0.7187375741	0.9635603162	1.340628834	2.472479802	2.430377852
2.438461538	1.192307692	0.7262564583	0.9748807863	1.342336822	2.498344999	2.458931352
2.438461538	1.2	0.7338621802	0.9863372324	1.344036059	2.524508921	2.487827823
2.612820513	0.9	0.5276752845	0.6715413963	1.272641369	1.815219532	1.693821662
2.612820513	0.9076923077	0.5330791693	0.6792520458	1.274204818	1.833809065	1.71327015
2.612820513	0.9153846154	0.5385392617	0.6870604839	1.275785319	1.852591954	1.73296529
2.612820513	0.9230769231	0.5440563172	0.6949676808	1.277381879	1.871570798	1.752909528
2.612820513	0.9307692308	0.5496310982	0.7029746161	1.278993526	1.89074822	1.773105335
2.612820513	0.9384615385	0.5552643744	0.7110822791	1.280619308	1.910126867	1.793555207
2.612820513	0.9461538462	0.5609569223	0.7192916686	1.282258298	1.92970941	1.814261661
2.612820513	0.9538461538	0.5667095257	0.7276037926	1.283909586	1.949498546	1.835227243
2.612820513	0.9615384615	0.5725229755	0.7360196691	1.285572284	1.969496996	1.856454518
2.612820513	0.9692307692	0.5783980696	0.7445403252	1.287245522	1.989707504	1.877946077
2.612820513	0.9769230769	0.5843356129	0.7531667977	1.288928453	2.010132839	1.899704536
2.612820513	0.9846153846	0.5903364176	0.761900133	1.290620247	2.030775795	1.921732534
2.612820513	0.9923076923	0.5964013028	0.7707413868	1.292320092	2.051639191	1.944032734
2.612820513	1	0.602531095	0.7796916245	1.294027198	2.072725868	1.966607822
2.612820513	1.007692308	0.6087266273	0.7887519209	1.29574079	2.094038694	1.989460511
2.612820513	1.015384615	0.6149887403	0.7979233605	1.297460113	2.115580559	2.012593535
2.612820513	1.023076923	0.6213182816	0.807207037	1.299184429	2.137354379	2.036009652
2.612820513	1.030769231	0.6277161057	0.8166040539	1.300913019	2.159363095	2.059711647
2.612820513	1.038461538	0.6341830744	0.8261155242	1.302645178	2.18160967	2.083702327
2.612820513	1.046153846	0.6407200566	0.8357425701	1.304380223	2.204097094	2.107984521
2.612820513	1.053846154	0.647327928	0.8454863237	1.306117483	2.226828379	2.132561087
2.612820513	1.061538462	0.6540075718	0.8553479265	1.307856305	2.249806563	2.157434902
2.612820513	1.069230769	0.660759878	0.8653285294	1.309596055	2.273034709	2.182608869
2.612820513	1.076923077	0.6675857438	0.8754292929	1.311336111	2.296515901	2.208085917
2.612820513	1.084615385	0.6744860734	0.885651387	1.313075869	2.320253251	2.233868995
2.612820513	1.092307692	0.6814617783	0.8959959913	1.314814741	2.344249895	2.259961079
2.612820513	1.1	0.6885137767	0.9064642947	1.316552152	2.368508991	2.286365169
2.612820513	1.107692308	0.6956429944	0.917057496	1.318287546	2.393033723	2.313084287
2.612820513	1.115384615	0.7028503639	0.927776803	1.320020378	2.4178273	2.34012148
2.612820513	1.123076923	0.7101368249	0.9386234335	1.32175012	2.442892955	2.36747982
2.612820513	1.130769231	0.7175033242	0.9495986146	1.323476258	2.468233943	2.395162401
2.612820513	1.138461538	0.7249508157	0.9607035828	1.325198292	2.493853548	2.423172344
2.612820513	1.146153846	0.7324802604	0.9719395843	1.326915737	2.519755074	2.45151279
2.612820513	1.153846154	0.7400926264	0.9833078748	1.32862812	2.545941852	2.480186907
2.612820513	1.161538462	0.7477888889	0.9948097194	1.330334984	2.572417236	2.509197886
2.612820513	1.169230769	0.75557003	1.006446393	1.332035884	2.599184606	2.538548943
2.612820513	1.176923077	0.7634370391	1.018219179	1.333730389	2.626247364	2.568243316
2.612820513	1.184615385	0.7713909127	1.030129373	1.335418081	2.653608938	2.598284269
2.612820513	1.192307692	0.7794326542	1.042178276	1.337098555	2.681272781	2.628675088
2.612820513	1.2	0.7875632743	1.054367202	1.338771418	2.70924237	2.659419086
2.787179487	0.9	0.5638477272	0.7156788491	1.269276818	1.93965387	1.805149086
2.787179487	0.9076923077	0.5697186456	0.7240021767	1.270806533	1.959850013	1.826142926
2.787179487	0.9153846154	0.5756482231	0.7324275842	1.272352723	1.980247946	1.847394241
2.787179487	0.9230769231	0.5816372095	0.7409560458	1.27391445	2.000850247	1.868905488
2.787179487	0.9307692308	0.5876863615	0.7495885451	1.275490796	2.021659519	1.890679148
2.787179487	0.9384615385	0.5937964432	0.7583260755	1.277080865	2.042678392	1.912717727
2.787179487	0.9461538462	0.5999682255	0.7671696398	1.278683782	2.063909517	1.935023755
2.787179487	0.9538461538	0.6062024865	0.77612025	1.280298691	2.08535557	1.957599783
2.787179487	0.9615384615	0.6125000113	0.7851789282	1.281924757	2.107019253	1.98044839
2.787179487	0.9692307692	0.6188615923	0.7943467055	1.283561164	2.128903291	2.003572176
2.787179487	0.9769230769	0.6252880289	0.8036246228	1.285207114	2.151010435	2.026973768
2.787179487	0.9846153846	0.6317801273	0.8130137305	1.28686183	2.173343457	2.050655813
2.787179487	0.9923076923	0.6383387013	0.8225150883	1.288524551	2.195905157	2.074620986
2.787179487	1	0.6449645713	0.8321297657	1.290194536	2.218698358	2.098871984
2.787179487	1.007692308	0.6516585653	0.8418588416	1.29187106	2.241725907	2.123411527
2.787179487	1.015384615	0.6584215178	0.8517034043	1.293553417	2.264990676	2.148242362
2.787179487	1.023076923	0.6652542709	0.8616645517	1.295240917	2.288495561	2.173367258
2.787179487	1.030769231	0.6721576735	0.8717433914	1.296932886	2.312243483	2.198789007
2.787179487	1.038461538	0.6791325817	0.8819410402	1.298628668	2.336237386	2.224510427
2.787179487	1.046153846	0.6861798587	0.8922586247	1.300327623	2.360480239	2.25053436
2.787179487	1.053846154	0.6933003746	0.9026972807	1.302029126	2.384975038	2.27686367
2.787179487	1.061538462	0.700495007	0.9132581539	1.303732567	2.409724799	2.303501247
2.787179487	1.069230769	0.7077646401	0.9239423992	1.305437354	2.434732565	2.330450004
2.787179487	1.076923077	0.7151101656	0.9347511811	1.307142908	2.460001403	2.357712879
2.787179487	1.084615385	0.7225324819	0.9456856738	1.308848664	2.485534404	2.385292833
2.787179487	1.092307692	0.7300324949	0.9567470607	1.310554075	2.511334684	2.41319285
2.787179487	1.1	0.7376111173	0.967936535	1.312258604	2.537405383	2.441415941
2.787179487	1.107692308	0.745269269	0.9792552993	1.313961732	2.563749665	2.469965139
2.787179487	1.115384615	0.753007877	0.9907045657	1.315662951	2.590370719	2.498843501
2.787179487	1.123076923	0.7608278753	1.002285556	1.317361769	2.617271758	2.528054108
2.787179487	1.130769231	0.7687302051	1.013999501	1.319057706	2.644456021	2.557600065
2.787179487	1.138461538	0.7767158146	1.025847641	1.320750295	2.671926768	2.587484503
2.787179487	1.146153846	0.7847856591	1.037831227	1.322439083	2.699687286	2.617710574
2.787179487	1.153846154	0.7929407011	1.049951519	1.324123629	2.727740887	2.648281455
2.787179487	1.161538462	0.8011819101	1.062209785	1.325803505	2.756090904	2.679200348
2.787179487	1.169230769	0.8095102626	1.074607304	1.327478296	2.784740698	2.710470478
2.787179487	1.176923077	0.8179267424	1.087145365	1.329147598	2.813693652	2.742095095
2.787179487	1.184615385	0.8264323402	1.099825266	1.33081102	2.842953176	2.774077472
2.787179487	1.192307692	0.8350280539	1.112648312	1.332468182	2.8725227	2.806420906
2.787179487	1.2	0.8437148884	1.125615823	1.334118715	2.902405684	2.839128718
2.961538462	0.9	0.6013985874	0.7615287601	1.266262968	2.068830007	1.920795825
2.961538462	0.9076923077	0.6077602027	0.7704959021	1.267763007	2.090714163	1.943413551
2.961538462	0.9153846154	0.6141831301	0.7795698091	1.269279098	2.112809235	1.966300569
2.961538462	0.9230769231	0.6206681135	0.7887514594	1.270810345	2.135117781	1.989459347
2.961538462	0.9307692308	0.6272159042	0.7980418407	1.272355875	2.157642386	2.012892376
2.961538462	0.9384615385	0.6338272603	0.8074419503	1.273914836	2.180385659	2.036602172
2.961538462	0.9461538462	0.6405029473	0.816952795	1.275486395	2.203350232	2.060591273
2.961538462	0.9538461538	0.6472437376	0.8265753912	1.277069739	2.226538762	2.084862244
2.961538462	0.9615384615	0.6540504107	0.8363107646	1.278664077	2.24995393	2.109417672
2.961538462	0.9692307692	0.6609237532	0.8461599505	1.280268634	2.273598444	2.134260168
2.961538462	0.9769230769	0.6678645588	0.856123994	1.281882655	2.297475033	2.159392368
2.961538462	0.9846153846	0.6748736283	0.8662039492	1.283505404	2.321586452	2.184816931
2.961538462	0.9923076923	0.6819517696	0.8764008802	1.285136162	2.34593548	2.210536541
2.961538462	1	0.6890997977	0.8867158603	1.286774228	2.370524921	2.236553905
2.961538462	1.007692308	0.6963185347	0.8971499725	1.288418917	2.395357603	2.262871754
2.961538462	1.015384615	0.7036088096	0.9077043092	1.290069562	2.420436377	2.289492844
2.961538462	1.023076923	0.7109714588	0.9183799723	1.291725513	2.445764121	2.316419955
2.961538462	1.030769231	0.7184073255	0.9291780733	1.293386134	2.471343736	2.343655889
2.961538462	1.038461538	0.7259172602	0.9400997333	1.295050806	2.497178147	2.371203475
2.961538462	1.046153846	0.7335021204	0.9511460826	1.296718927	2.523270304	2.399065563
2.961538462	1.053846154	0.7411627707	0.9623182615	1.298389908	2.549623182	2.42724503
2.961538462	1.061538462	0.7489000828	0.9736174193	1.300063175	2.576239778	2.455744775
2.961538462	1.069230769	0.7567149354	0.9850447151	1.30173817	2.603123116	2.484567721
2.961538462	1.076923077	0.7646082145	0.9966013176	1.303414348	2.630276244	2.513716815
2.961538462	1.084615385	0.772580813	1.008288405	1.30509118	2.657702233	2.54319503
2.961538462	1.092307692	0.7806336309	1.020107164	1.306768148	2.685404179	2.57300536
2.961538462	1.1	0.7887675754	1.032058793	1.30844475	2.713385203	2.603150825
2.961538462	1.107692308	0.7969835607	1.044144498	1.310120496	2.74164845	2.633634469
2.961538462	1.115384615	0.8052825081	1.056365495	1.31179491	2.77019709	2.664459359
2.961538462	1.123076923	0.813665346	1.06872301	1.313467527	2.799034315	2.695628587
2.961538462	1.130769231	0.82213301	1.081218278	1.315137898	2.828163345	2.727145268
2.961538462	1.138461538	0.8306864425	1.093852544	1.316805582	2.857587421	2.759012541
2.961538462	1.146153846	0.8393265934	1.106627062	1.318470153	2.887309811	2.79123357
2.961538462	1.153846154	0.8480544192	1.119543096	1.320131197	2.917333806	2.823811543
2.961538462	1.161538462	0.856870884	1.132601918	1.321788311	2.947662721	2.856749671
2.961538462	1.169230769	0.8657769586	1.145804812	1.323441102	2.978299897	2.89005119
2.961538462	1.176923077	0.8747736211	1.159153071	1.325089192	3.009248698	2.923719359
2.961538462	1.184615385	0.8838618566	1.172647995	1.326732211	3.040512514	2.957757461
2.961538462	1.192307692	0.8930426573	1.186290896	1.3283698	3.072094756	2.992168805
2.961538462	1.2	0.9023170225	1.200083095	1.330001613	3.103998863	3.026956721
3.135897436	0.9	0.640327865	0.8090911295	1.263557583	2.202747943	2.040761879
3.135897436	0.9076923077	0.6472038408	0.818733222	1.265031464	2.226401515	2.065082025
3.135897436	0.9153846154	0.6541439828	0.8284871586	1.266521103	2.250275821	2.089684275
3.135897436	0.9230769231	0.6611490294	0.8383539216	1.268025641	2.274373402	2.114571105
3.135897436	0.9307692308	0.6682197262	0.8483345028	1.269544237	2.29869682	2.139745018
3.135897436	0.9384615385	0.6753568258	0.8584299034	1.271076075	2.323248667	2.165208539
3.135897436	0.9461538462	0.6825610879	0.8686411344	1.272620356	2.348031554	2.190964217
3.135897436	0.9538461538	0.6898332791	0.878969216	1.274176301	2.37304812	2.217014627
3.135897436	0.9615384615	0.6971741735	0.8894151781	1.275743153	2.398301027	2.243362365
3.135897436	0.9692307692	0.704584552	0.8999800602	1.277320171	2.423792962	2.270010054
3.135897436	0.9769230769	0.7120652026	0.9106649111	1.278906633	2.449526635	2.296960339
3.135897436	0.9846153846	0.7196169205	0.9214707892	1.280501838	2.475504781	2.324215889
3.135897436	0.9923076923	0.7272405079	0.9323987624	1.282105098	2.501730161	2.351779399
3.135897436	1	0.7349367741	0.9434499083	1.283715745	2.528205558	2.379653585
3.135897436	1.007692308	0.7427065355	0.9546253137	1.285333127	2.554933781	2.407841191
3.135897436	1.015384615	0.7505506157	0.9659260751	1.286956609	2.581917663	2.43634498
3.135897436	1.023076923	0.7584698452	0.9773532986	1.288585571	2.609160061	2.465167743
3.135897436	1.030769231	0.7664650617	0.9889080997	1.29021941	2.636663856	2.494312294
3.135897436	1.038461538	0.7745371099	1.000591603	1.291857537	2.664431955	2.52378147
3.135897436	1.046153846	0.7826868418	1.012404944	1.293499379	2.692467289	2.553578133
3.135897436	1.053846154	0.7909151162	1.024349266	1.295144378	2.720772811	2.583705168
3.135897436	1.061538462	0.7992227992	1.036425723	1.296791988	2.749351501	2.614165485
3.135897436	1.069230769	0.807610764	1.048635477	1.29844168	2.778206363	2.644962018
3.135897436	1.076923077	0.8160798907	1.060979702	1.300092937	2.807340425	2.676097724
3.135897436	1.084615385	0.8246310666	1.07345958	1.301745257	2.836756738	2.707575586
3.135897436	1.092307692	0.8332651862	1.086076302	1.303398149	2.86645838	2.739398608
3.135897436	1.1	0.8419831509	1.098831069	1.305051138	2.896448452	2.77156982
3.135897436	1.107692308	0.8507858693	1.111725092	1.306703757	2.92673008	2.804092277
3.135897436	1.115384615	0.8596742571	1.124759592	1.308355557	2.957306413	2.836969055
