# VHH-NNLO multi-axis scan points
# process: ZHH
# energy_tev: 14
# scan_axes: kappa_lambda,kappa_z
# windows: kappa_lambda=[-0.7,6.1]; kappa_z=[0.9,1.2]
# n_points: kappa_lambda:40,kappa_z:40
# fixed_kappa: 1,1,1,1
#
kappa_lambda	kappa_z	sigma_lo	sigma_nnlo	k	sigma_heft_over_sm_lo	sigma_heft_over_sm_nnlo	sigma_lo_pdfas	sigma_lo_sup	sigma_lo_inf	sigma_nnlo_pdfas	sigma_nnlo_sup	sigma_nnlo_inf
1.043589744	1.146153846	0.3807641848	0.5368328441	1.409882719	1.246357891	1.286341638	0.007747495867	0.003637814764	0.004528451407	0.009895301604	0.02239621682	0.01739791833
1.043589744	1.153846154	0.3850594159	0.543780723	1.412199522	1.260417499	1.302989923	0.007836513928	0.003683334133	0.004582978365	0.01001485295	0.02289280791	0.01777587043
1.043589744	1.161538462	0.3894314147	0.5508470713	1.414490589	1.274728391	1.31992208	0.007927345557	0.003730676098	0.00463933682	0.01013686682	0.02339667492	0.01815941409
1.043589744	1.169230769	0.3938812782	0.5580332016	1.416754826	1.289294159	1.337141255	0.008020018888	0.003779874282	0.004697559412	0.01026137885	0.02390781511	0.01854855062
1.043589744	1.176923077	0.3984101108	0.5653404368	1.418991189	1.304118416	1.354650617	0.008114562316	0.003830962548	0.004757679019	0.01038842487	0.02442622599	0.01894328153
1.043589744	1.184615385	0.4030190244	0.5727701097	1.42119869	1.319204803	1.372453361	0.008211004495	0.003883975008	0.004819728755	0.01051804091	0.02495190534	0.01934360858
1.043589744	1.192307692	0.4077091386	0.5803235635	1.423376394	1.334556984	1.390552705	0.008309374337	0.003938946017	0.004883741969	0.01065026323	0.02548485122	0.01974953375
1.043589744	1.2	0.4124815804	0.5880021511	1.425523415	1.350178649	1.40895189	0.00840970101	0.003995910174	0.004949752246	0.01078512828	0.02602506194	0.02016105924
1.217948718	0.9	0.302633231	0.3998499942	1.321236247	0.9906113301	0.9581077279	0.006197597139	0.003137422281	0.003817207767	0.007779520619	0.01050365429	0.008395351592
1.217948718	0.9076923077	0.3052719403	0.4039883246	1.323371956	0.9992486344	0.9680238625	0.006246844476	0.003140722942	0.003829782851	0.007843872944	0.01077416272	0.008601329301
1.217948718	0.9153846154	0.3079569434	0.4082092204	1.325539914	1.008037473	0.9781378375	0.006297137917	0.003144848812	0.003843228432	0.007909655841	0.01105219361	0.008812985665
1.217948718	0.9230769231	0.3106890901	0.4125136751	1.327737884	1.016980626	0.9884520338	0.006348497801	0.003149825151	0.003857569121	0.007976897557	0.01133773889	0.009030317212
1.217948718	0.9307692308	0.3134692377	0.4169026925	1.329963653	1.026080902	0.9989688565	0.006400944659	0.003155677468	0.003872829764	0.008045626615	0.01163079079	0.009253320696
1.217948718	0.9384615385	0.316298251	0.4213772863	1.332215037	1.035341129	1.009690735	0.00645449922	0.003162431515	0.003889035442	0.008115871802	0.01193134179	0.009481993093
1.217948718	0.9461538462	0.3191770025	0.4259384806	1.334489883	1.044764165	1.020620122	0.006509182415	0.003170113286	0.003906211475	0.008187662171	0.01223938465	0.009716331605
1.217948718	0.9538461538	0.322106372	0.4305873092	1.336786064	1.05435289	1.031759496	0.006565015374	0.003178749025	0.003924383416	0.008261027031	0.01255491238	0.009956333654
1.217948718	0.9615384615	0.3250872469	0.4353248165	1.339101489	1.064110207	1.043111359	0.006622019435	0.003188365215	0.003943577056	0.008335995946	0.01287791828	0.01020199689
1.217948718	0.9692307692	0.3281205222	0.4401520565	1.341434097	1.074039047	1.054678237	0.006680216142	0.003198988587	0.00396381842	0.008412598729	0.01320839588	0.01045331918
1.217948718	0.9769230769	0.3312071004	0.4450700937	1.343781861	1.084142363	1.066462679	0.006739627251	0.003210646115	0.00398513377	0.008490865439	0.01354633903	0.01071029862
1.217948718	0.9846153846	0.3343478915	0.4500800025	1.346142787	1.094423135	1.078467262	0.006800274731	0.003223365018	0.004007549606	0.008570826375	0.01389174179	0.01097293354
1.217948718	0.9923076923	0.3375438132	0.4551828675	1.348514918	1.104884367	1.090694584	0.006862180765	0.003237172761	0.00403109266	0.008652512074	0.01424459853	0.01124122246
1.217948718	1	0.3407957904	0.4603797833	1.350896332	1.115529085	1.103147267	0.006925367756	0.003252097051	0.004055789904	0.008735953307	0.01460490387	0.01151516417
1.217948718	1.007692308	0.3441047558	0.4656718549	1.353285147	1.126360343	1.115827959	0.006989858327	0.003268165841	0.004081668542	0.008821181075	0.01497265269	0.01179475764
1.217948718	1.015384615	0.3474716495	0.471060197	1.355679514	1.137381218	1.128739331	0.007055675324	0.003285407329	0.004108756016	0.008908226607	0.01534784014	0.0120800021
1.217948718	1.023076923	0.3508974193	0.4765459346	1.358077627	1.148594813	1.14188408	0.00712284182	0.003303849956	0.004137080006	0.008997121356	0.01573046165	0.01237089697
1.217948718	1.030769231	0.3543830203	0.482130203	1.360477719	1.160004253	1.155264924	0.007191381112	0.00332352241	0.004166668424	0.009087896997	0.01612051291	0.01266744193
1.217948718	1.038461538	0.3579294153	0.4878141473	1.36287806	1.171612691	1.168884609	0.007261316732	0.003344453621	0.004197549421	0.009180585426	0.01651798987	0.01296963684
1.217948718	1.046153846	0.3615375746	0.4935989228	1.365276965	1.183423303	1.182745903	0.007332672442	0.003366672764	0.004229751382	0.009275218754	0.01692288875	0.01327748183
1.217948718	1.053846154	0.365208476	0.4994856949	1.367672789	1.195439288	1.196851597	0.007405472236	0.003390209261	0.00426330293	0.009371829308	0.01733520604	0.01359097722
1.217948718	1.061538462	0.3689431048	0.5054756393	1.370063928	1.207663873	1.21120451	0.007479740349	0.003415092775	0.004298232922	0.00947044963	0.0177549385	0.01391012357
1.217948718	1.069230769	0.3727424539	0.5115699416	1.372448821	1.220100307	1.225807482	0.007555501249	0.003441353217	0.004334570452	0.00957111247	0.01818208314	0.01423492166
1.217948718	1.076923077	0.3766075238	0.5177697975	1.374825952	1.232751865	1.240663378	0.00763277965	0.00346902074	0.004372344849	0.009673850793	0.01861663726	0.01456537248
1.217948718	1.084615385	0.3805393222	0.524076413	1.377193847	1.245621847	1.255775087	0.007711600501	0.003498125743	0.00441158568	0.00977869777	0.01905859841	0.01490147727
1.217948718	1.092307692	0.3845388649	0.530491004	1.379551074	1.258713576	1.271145524	0.007791989001	0.003528698868	0.004452322746	0.009885686782	0.01950796441	0.01524323748
1.217948718	1.1	0.3886071746	0.5370147965	1.381896248	1.272030401	1.286777627	0.007873970588	0.003560771004	0.004494586086	0.009994851416	0.01996473336	0.01559065478
1.217948718	1.107692308	0.392745282	0.5436490269	1.384228027	1.285575695	1.302674357	0.007957570951	0.003594373283	0.004538405971	0.01010622547	0.02042890361	0.01594373106
1.217948718	1.115384615	0.3969542251	0.5503949414	1.386545114	1.299352856	1.3188387	0.008042816023	0.003629537081	0.004583812913	0.01021984294	0.02090047378	0.01630246845
1.217948718	1.123076923	0.4012350495	0.5572537964	1.388846256	1.313365306	1.335273669	0.008129731988	0.003666294021	0.004630837657	0.01033573804	0.02137944277	0.01666686929
1.217948718	1.130769231	0.4055888083	0.5642268584	1.391130245	1.327616493	1.351982296	0.008218345278	0.003704675966	0.004679511185	0.01045394518	0.02186580973	0.01703693615
1.217948718	1.138461538	0.4100165623	0.5713154041	1.393395918	1.342109889	1.368967642	0.008308682577	0.00374471503	0.004729864714	0.01057449898	0.02235957407	0.01741267182
1.217948718	1.146153846	0.4145193795	0.5785207203	1.395642155	1.35684899	1.38623279	0.008400770821	0.003786443565	0.004781929697	0.01069743427	0.02286073551	0.01779407932
1.217948718	1.153846154	0.4190983358	0.5858441037	1.397867884	1.371837318	1.403780846	0.008494637197	0.003829894173	0.004835737825	0.01082278608	0.02336929398	0.01818116188
1.217948718	1.161538462	0.4237545144	0.5932868613	1.400072073	1.387078417	1.421614943	0.008590309146	0.003875099696	0.004891321022	0.01095058965	0.02388524972	0.01857392298
1.217948718	1.169230769	0.428489006	0.6008503103	1.402253738	1.40257586	1.439738237	0.008687814362	0.003922093225	0.00494871145	0.01108088044	0.02440860322	0.01897236629
1.217948718	1.176923077	0.433302909	0.6085357777	1.404411937	1.41833324	1.458153907	0.008787180793	0.003970908092	0.005007941508	0.0112136941	0.02493935523	0.01937649572
1.217948718	1.184615385	0.4381973292	0.6163446009	1.406545773	1.434354177	1.476865159	0.008888436642	0.004021577875	0.005069043827	0.0113490665	0.02547750678	0.01978631542
1.217948718	1.192307692	0.44317338	0.6242781273	1.40865439	1.450642317	1.49587522	0.008991610364	0.004074136397	0.005132051278	0.01148703373	0.02602305916	0.02020182973
1.217948718	1.2	0.4482321823	0.6323377143	1.410736978	1.467201328	1.515187344	0.009096730671	0.004128617725	0.005196996966	0.01162763207	0.02657601393	0.02062304324
1.392307692	0.9	0.32903386	0.4317712224	1.312239483	1.077028682	1.034596351	0.006723127121	0.003332553884	0.004083202053	0.008428687096	0.01064977524	0.00854846823
1.392307692	0.9076923077	0.331963379	0.4362911355	1.314274896	1.086617895	1.045426822	0.006777788586	0.003335891082	0.004096892648	0.008499702942	0.0109308719	0.008762704515
1.392307692	0.9153846154	0.3349400536	0.4408947974	1.316339425	1.096361463	1.056457968	0.006833503173	0.003340004721	0.004111415075	0.008572153135	0.01121955493	0.008982664786
1.392307692	0.9230769231	0.3379647274	0.4455832059	1.318431096	1.106262148	1.067692183	0.006890290999	0.003344919532	0.004126793464	0.008646065669	0.01151581953	0.009208347953
1.392307692	0.9307692308	0.3410382518	0.4503573693	1.320547965	1.116322735	1.07913188	0.006948172375	0.00335066049	0.004143052181	0.008721468811	0.01181966115	0.00943975315
1.392307692	0.9384615385	0.3441614854	0.4552183056	1.322688113	1.126546036	1.090779499	0.007007167803	0.003357252814	0.004160215828	0.008798391091	0.01213107552	0.009676879736
1.392307692	0.9461538462	0.3473352945	0.4601670432	1.32484965	1.136934886	1.102637506	0.007067297981	0.003364721967	0.004178309243	0.008876861301	0.01245005864	0.009919727292
1.392307692	0.9538461538	0.3505605528	0.4652046205	1.327030713	1.147492145	1.114708387	0.007128583805	0.003373093658	0.004197357502	0.008956908491	0.01277660677	0.01016829562
1.392307692	0.9615384615	0.3538381417	0.4703320859	1.329229471	1.158220698	1.126994655	0.007191046371	0.00338239384	0.004217385913	0.009038561961	0.01311071642	0.01042258476
1.392307692	0.9692307692	0.35716895	0.4755504981	1.33144412	1.169123455	1.139498847	0.00725470698	0.003392648712	0.004238420023	0.009121851262	0.0134523844	0.01068259496
1.392307692	0.9769230769	0.3605538741	0.4808609259	1.333672886	1.180203349	1.152223523	0.007319587135	0.003403884714	0.004260485614	0.009206806189	0.01380160776	0.01094832669
1.392307692	0.9846153846	0.3639938178	0.486264448	1.33591403	1.191463339	1.16517127	0.007385708548	0.003416128534	0.004283608704	0.009293456781	0.01415838384	0.01121978065
1.392307692	0.9923076923	0.3674896927	0.4917621534	1.33816584	1.20290641	1.178344695	0.00745309314	0.003429407103	0.004307815547	0.009381833312	0.01452271021	0.01149695778
1.392307692	1	0.3710424178	0.4973551411	1.340426639	1.214535568	1.191746433	0.007521763046	0.003443747596	0.004333132634	0.009471966294	0.01489458476	0.01177985921
1.392307692	1.007692308	0.3746529194	0.5030445204	1.342694783	1.226353846	1.205379141	0.007591740614	0.003459177435	0.00435958669	0.009563886469	0.01527400559	0.01206848631
1.392307692	1.015384615	0.3783221317	0.5088314105	1.34496866	1.238364303	1.219245501	0.007663048408	0.003475724285	0.004387204677	0.009657624811	0.01566097111	0.01236284069
1.392307692	1.023076923	0.3820509962	0.5147169407	1.347246692	1.250570019	1.23334822	0.007735709212	0.003493416054	0.004416013793	0.00975321252	0.01605547998	0.01266292416
1.392307692	1.030769231	0.385840462	0.5207022506	1.349527335	1.262974103	1.247690027	0.007809746031	0.003512280897	0.004446041472	0.00985068102	0.01645753112	0.01296873876
1.392307692	1.038461538	0.3896914858	0.5267884897	1.351809082	1.275579684	1.262273678	0.007885182093	0.003532347213	0.004477315385	0.009950061958	0.01686712374	0.01328028676
1.392307692	1.046153846	0.3936050317	0.5329768177	1.354090458	1.288389919	1.277101951	0.007962040851	0.003553643645	0.004509863436	0.0100513872	0.01728425728	0.01359757064
1.392307692	1.053846154	0.3975820714	0.5392684046	1.356370026	1.301407989	1.29217765	0.008040345986	0.003576199081	0.004543713768	0.01015468883	0.01770893149	0.01392059313
1.392307692	1.061538462	0.4016235842	0.5456644301	1.358646383	1.314637099	1.307503601	0.008120121406	0.003600042653	0.004578894759	0.01025999916	0.01814114635	0.01424935715
1.392307692	1.069230769	0.4057305567	0.5521660843	1.360918164	1.328080479	1.323082656	0.008201391253	0.003625203739	0.004615435022	0.0103673507	0.01858090213	0.01458386587
1.392307692	1.076923077	0.4099039833	0.5587745673	1.363184038	1.341741384	1.338917691	0.008284179901	0.003651711959	0.004653363408	0.01047677619	0.01902819936	0.01492412268
1.392307692	1.084615385	0.4141448658	0.5654910895	1.365442714	1.355623092	1.355011606	0.008368511956	0.00367959718	0.004692709001	0.01058830856	0.01948303883	0.01527013117
1.392307692	1.092307692	0.4184542136	0.5723168711	1.367692934	1.369728908	1.371367325	0.008454412263	0.003708889513	0.004733501125	0.01070198098	0.01994542161	0.01562189518
1.392307692	1.1	0.4228330435	0.5792531426	1.36993348	1.384062161	1.387987796	0.008541905904	0.003739619313	0.004775769336	0.01081782682	0.02041534902	0.01597941877
1.392307692	1.107692308	0.42728238	0.5863011446	1.372163169	1.398626203	1.404875993	0.0086310182	0.00377181718	0.004819543428	0.01093587966	0.02089282266	0.01634270621
1.392307692	1.115384615	0.431803255	0.5934621278	1.374380857	1.413424413	1.422034911	0.008721774713	0.003805513958	0.00486485343	0.01105617328	0.0213778444	0.01671176201
1.392307692	1.123076923	0.4363967079	0.6007373529	1.376585437	1.428460192	1.439467572	0.008814201247	0.003840740736	0.00491172961	0.0111787417	0.02187041636	0.0170865909
1.392307692	1.130769231	0.4410637859	0.6081280909	1.378775838	1.443736969	1.457177021	0.008908323848	0.003877528848	0.004960202467	0.01130361911	0.02237054094	0.01746719781
1.392307692	1.138461538	0.4458055433	0.6156356227	1.380951026	1.459258195	1.475166328	0.009004168808	0.003915909872	0.005010302741	0.01143083994	0.02287822081	0.01785358793
1.392307692	1.146153846	0.4506230424	0.6232612395	1.383110007	1.475027346	1.493438586	0.009101762662	0.00395591563	0.005062061403	0.01156043882	0.02339345889	0.01824576665
1.392307692	1.153846154	0.4555173527	0.6310062425	1.385251821	1.491047924	1.511996914	0.009201132194	0.003997578191	0.005115509664	0.01169245059	0.02391625839	0.0186437396
1.392307692	1.161538462	0.4604895514	0.638871943	1.387375546	1.507323454	1.530844453	0.009302304432	0.004040929864	0.00517067897	0.0118269103	0.02444662276	0.01904751261
1.392307692	1.169230769	0.4655407231	0.6468596625	1.389480298	1.523857487	1.54998437	0.009405306655	0.004086003208	0.005227601002	0.01196385321	0.02498455574	0.01945709176
1.392307692	1.176923077	0.47067196	0.6549707325	1.391565226	1.540653599	1.569419856	0.009510166389	0.004132831023	0.005286307677	0.0121033148	0.02553006133	0.01987248334
1.392307692	1.184615385	0.4758843619	0.6632064946	1.393629519	1.557715388	1.589154125	0.009616911407	0.004181446354	0.005346831149	0.01224533076	0.02608314379	0.02029369386
1.392307692	1.192307692	0.481179036	0.6715683007	1.395672401	1.575046479	1.609190417	0.009725569736	0.004231882491	0.005409203807	0.01238993698	0.02664380766	0.02072073006
1.392307692	1.2	0.4865570971	0.6800575126	1.397693131	1.592650522	1.629531994	0.009836169648	0.00428417297	0.005473458276	0.01253716958	0.02721205772	0.0211535989
1.566666667	0.9	0.3568825401	0.4654903326	1.304323637	1.168185948	1.115393001	0.007277959509	0.003540537315	0.004365630671	0.009114796448	0.01081577423	0.008719044738
1.566666667	0.9076923077	0.3601277275	0.4704245544	1.30627141	1.178808441	1.127216225	0.007338538345	0.003544131678	0.004380718907	0.009193113337	0.01110825216	0.008942193402
1.566666667	0.9153846154	0.3634211439	0.4754441266	1.308245639	1.189588802	1.139243963	0.007400181708	0.003548455593	0.00439660271	0.009272874875	0.01140842665	0.009171145948
1.566666667	0.9230769231	0.3667636269	0.4805500518	1.310244573	1.200529774	1.151478617	0.007462909508	0.00355353326	0.00441330573	0.009354108824	0.01171629615	0.009405903669
1.566666667	0.9307692308	0.3701560215	0.4857433423	1.312266488	1.211634121	1.163922613	0.007526741841	0.003559389119	0.004430851854	0.009436843211	0.01203185935	0.009646468079
1.566666667	0.9384615385	0.3735991804	0.4910250206	1.314309684	1.222904636	1.176578401	0.007591698993	0.003566047859	0.004449265203	0.009521106326	0.01235511521	0.00989284092
1.566666667	0.9461538462	0.3770939637	0.4963961195	1.316372489	1.234344133	1.189448456	0.007657801442	0.00357353441	0.004468570137	0.009606926719	0.01268606299	0.01014502415
1.566666667	0.9538461538	0.3806412391	0.5018576818	1.318453258	1.245955452	1.202535276	0.007725069861	0.003581873948	0.004488791248	0.009694333197	0.01302470216	0.01040301997
1.566666667	0.9615384615	0.3842418816	0.5074107602	1.320550373	1.257741459	1.215841385	0.007793525118	0.003591091895	0.004509953367	0.009783354818	0.0133710325	0.01066683077
1.566666667	0.9692307692	0.3878967742	0.5130564178	1.322662244	1.269705043	1.229369328	0.00786318828	0.003601213916	0.004532081561	0.009874020887	0.01372505404	0.0109364592
1.566666667	0.9769230769	0.391606807	0.5187957278	1.324787308	1.281849117	1.243121679	0.007934080615	0.003612265919	0.004555201132	0.009966360958	0.01408676708	0.01121190812
1.566666667	0.9846153846	0.3953728779	0.5246297732	1.326924032	1.294176621	1.257101031	0.008006223593	0.003624274061	0.004579337617	0.01006040482	0.0144561722	0.0114931806
1.566666667	0.9923076923	0.3991958921	0.5305596474	1.32907091	1.306690519	1.271310006	0.008079638889	0.003637264739	0.004604516791	0.01015618251	0.01483327021	0.01178027995
1.566666667	1	0.4030767625	0.5365864539	1.331226466	1.319393797	1.285751246	0.008154348384	0.003651264596	0.004630764663	0.0102537243	0.01521806223	0.0120732097
1.566666667	1.007692308	0.4070164095	0.5427113062	1.333389253	1.33228947	1.30042742	0.00823037417	0.003666300522	0.00465810748	0.01035306069	0.01561054962	0.0123719736
1.566666667	1.015384615	0.411015761	0.5489353279	1.335557854	1.345380573	1.315341221	0.008307738547	0.003682399649	0.004686571724	0.01045422241	0.01601073401	0.01267657562
1.566666667	1.023076923	0.4150757525	0.5552596527	1.337730882	1.35867017	1.330495366	0.008386464031	0.003699589353	0.004716184113	0.01055724043	0.01641861731	0.01298701998
1.566666667	1.030769231	0.419197327	0.5616854246	1.33990698	1.372161346	1.345892594	0.008466573352	0.003717897258	0.004746971601	0.01066214593	0.01683420168	0.01330331109
1.566666667	1.038461538	0.4233814349	0.5682137974	1.342084821	1.385857214	1.361535672	0.008548089456	0.003737351228	0.004778961377	0.01076897033	0.01725748956	0.0136254536
1.566666667	1.046153846	0.4276290344	0.5748459354	1.344263109	1.399760909	1.377427388	0.008631035509	0.003757979375	0.004812180867	0.01087774526	0.01768848365	0.01395345237
1.566666667	1.053846154	0.4319410909	0.5815830126	1.346440579	1.413875592	1.393570556	0.008715434897	0.003779810054	0.004846657734	0.01098850259	0.01812718692	0.01428731251
1.566666667	1.061538462	0.4363185776	0.5884262133	1.348615996	1.428204448	1.409968014	0.008801311231	0.003802871866	0.004882419875	0.01110127438	0.01857360261	0.01462703934
1.566666667	1.069230769	0.4407624752	0.595376732	1.350788158	1.442750687	1.426622624	0.008888688342	0.003827193655	0.004919495424	0.01121609295	0.01902773421	0.01497263839
1.566666667	1.076923077	0.4452737718	0.6024357731	1.352955892	1.457517543	1.443537272	0.008977590293	0.00385280451	0.004957912752	0.01133299079	0.0194895855	0.01532411542
1.566666667	1.084615385	0.4498534631	0.6096045513	1.355118058	1.472508277	1.460714868	0.009068041369	0.003879733765	0.004997700462	0.01145200063	0.01995916051	0.01568147644
1.566666667	1.092307692	0.4545025524	0.6168842913	1.357273547	1.487726171	1.478158348	0.009160066089	0.003908010998	0.005038887398	0.01157315543	0.02043646355	0.01604472765
1.566666667	1.1	0.4592220504	0.624276228	1.359421281	1.503174535	1.495870669	0.009253689201	0.003937666032	0.005081502638	0.01169648833	0.02092149918	0.01641387549
1.566666667	1.107692308	0.4640129754	0.6317816062	1.361560214	1.518856701	1.513854816	0.009348935686	0.003968728935	0.005125575494	0.01182203272	0.02141427224	0.01678892661
1.566666667	1.115384615	0.4688763533	0.6394016811	1.363689332	1.534776027	1.532113795	0.009445830758	0.004001230019	0.005171135516	0.01194982216	0.02191478784	0.01716988791
1.566666667	1.123076923	0.4738132173	0.6471377178	1.365807652	1.550935897	1.550650638	0.009544399869	0.00403519984	0.005218212491	0.01207989047	0.02242305134	0.01755676649
1.566666667	1.130769231	0.4788246085	0.6549909915	1.367914221	1.567339716	1.5694684	0.009644668704	0.004070669199	0.00526683644	0.01221227165	0.02293906838	0.01794956968
1.566666667	1.138461538	0.4839115753	0.6629627877	1.37000812	1.583990917	1.588570162	0.009746663189	0.004107669142	0.00531703762	0.01234699992	0.02346284487	0.01834830504
1.566666667	1.146153846	0.4890751735	0.6710544018	1.37208846	1.600892957	1.607959028	0.009850409488	0.00414623096	0.005368846525	0.01248410972	0.02399438697	0.01875298034
1.566666667	1.153846154	0.4943164667	0.6792671394	1.374154383	1.618049316	1.627638127	0.009955934003	0.004186386186	0.005422293885	0.0126236357	0.02453370112	0.01916360358
1.566666667	1.161538462	0.4996365259	0.6876023163	1.376205062	1.635463501	1.64761061	0.01006326338	0.004228166602	0.005477410665	0.01276561271	0.02508079404	0.019580183
1.566666667	1.169230769	0.5050364296	0.6960612581	1.378239702	1.653139041	1.667879655	0.0101724245	0.00427160423	0.005534228066	0.01291007583	0.02563567268	0.02000272704
1.566666667	1.176923077	0.510517264	0.704645301	1.380257536	1.671079492	1.688448463	0.01028344451	0.00431673134	0.005592777527	0.01305706036	0.02619834429	0.02043124437
1.566666667	1.184615385	0.5160801227	0.7133557908	1.382257831	1.689288434	1.70932026	0.01039635076	0.004363580444	0.00565309072	0.01320660178	0.02676881637	0.0208657439
1.566666667	1.192307692	0.5217261067	0.7221940838	1.384239881	1.70776947	1.730498294	0.01051117088	0.0044121843	0.005715199555	0.01335873582	0.0273470967	0.02130623474
1.566666667	1.2	0.5274563249	0.7311615461	1.386203012	1.726526231	1.751985839	0.01062793273	0.00446257591	0.005779136178	0.01351349841	0.02793319331	0.02175272623
1.741025641	0.9	0.3861792712	0.5010073249	1.297343908	1.264083129	1.200497678	0.007862083263	0.003761372575	0.004664493622	0.009837772166	0.01100165126	0.008907081118
1.741025641	0.9076923077	0.3897649858	0.5063885811	1.299215167	1.275820272	1.213392072	0.007929082274	0.00376544473	0.004681261628	0.009924026313	0.01130630349	0.009139795962
1.741025641	0.9153846154	0.3934002144	0.5118572081	1.301110649	1.287719489	1.226495821	0.00799716158	0.003770201428	0.004698791337	0.01001174179	0.01161880876	0.009378429151
1.741025641	0.9230769231	0.3970857884	0.5174142126	1.303028785	1.299783503	1.239811336	0.008066340888	0.003775666333	0.00471710592	0.01010094615	0.01193916874	0.009622984359
1.741025641	0.9307692308	0.4008225468	0.5230606114	1.304968035	1.312015058	1.253341056	0.008136640088	0.003781863356	0.004736228784	0.01019166718	0.01226738537	0.009873465483
1.741025641	0.9384615385	0.4046113361	0.5287974313	1.306926881	1.324416927	1.26708744	0.008208079259	0.00378881665	0.004756183569	0.01028393297	0.01260346086	0.01012987665
1.741025641	0.9461538462	0.4084530102	0.5346257095	1.30890383	1.336991904	1.281052973	0.008280678667	0.003796550616	0.004776994154	0.01037777183	0.01294739767	0.01039222219
1.741025641	0.9538461538	0.4123484307	0.5405464931	1.310897418	1.349742809	1.295240165	0.00835445877	0.003805089896	0.004798684655	0.01047321235	0.01329919855	0.01066050668
1.741025641	0.9615384615	0.4162984667	0.5465608393	1.312906203	1.362672488	1.309651548	0.00842944022	0.003814459379	0.00482127942	0.01057028337	0.0136588665	0.01093473492
1.741025641	0.9692307692	0.4203039949	0.5526698156	1.314928771	1.375783809	1.324289681	0.008505643862	0.003824684199	0.004844803036	0.01066901396	0.0140264048	0.01121491192
1.741025641	0.9769230769	0.4243658993	0.5588744993	1.316963734	1.389079668	1.339157145	0.008583090739	0.003835789731	0.004869280325	0.01076943346	0.01440181699	0.01150104292
1.741025641	0.9846153846	0.4284850716	0.5651759781	1.319009729	1.402562981	1.354256546	0.008661802091	0.003847801599	0.004894736345	0.01087157143	0.01478510687	0.01179313337
1.741025641	0.9923076923	0.4326624111	0.5715753496	1.321065419	1.416236694	1.369590515	0.00874179936	0.003860745669	0.004921196391	0.01097545769	0.01517627852	0.01209118898
1.741025641	1	0.4368988245	0.5780737216	1.323129497	1.430103773	1.385161706	0.008823104189	0.003874648051	0.004948685992	0.01108112227	0.01557533629	0.01239521564
1.741025641	1.007692308	0.441195226	0.5846722121	1.325200677	1.444167213	1.400972797	0.008905738426	0.003889535102	0.004977230914	0.01118859546	0.01598228476	0.0127052195
1.741025641	1.015384615	0.4455525374	0.5913719491	1.327277704	1.458430029	1.417026492	0.008989724126	0.003905433422	0.00500685716	0.01129790778	0.01639712883	0.01302120691
1.741025641	1.023076923	0.4499716882	0.5981740707	1.329359349	1.472895264	1.433325517	0.009075083548	0.003922369855	0.005037590967	0.01140908997	0.01681987364	0.01334318444
1.741025641	1.030769231	0.4544536151	0.605079725	1.331444409	1.487565984	1.449872625	0.009161839167	0.003940371491	0.005069458809	0.011522173	0.01725052458	0.01367115892
1.741025641	1.038461538	0.4589992626	0.6120900705	1.333531708	1.502445282	1.46667059	0.009250013664	0.003959465665	0.005102487397	0.01163718807	0.01768908734	0.01400513736
1.741025641	1.046153846	0.4636095825	0.6192062757	1.335620097	1.517536272	1.483722212	0.009339629936	0.003979679953	0.005136703676	0.0117541666	0.01813556786	0.01434512702
1.741025641	1.053846154	0.4682855344	0.6264295189	1.337708456	1.532842096	1.501030316	0.009430711096	0.004001042181	0.005172134828	0.01187314024	0.01858997234	0.01469113538
1.741025641	1.061538462	0.4730280852	0.633760989	1.339795688	1.548365918	1.518597749	0.009523280471	0.004023580414	0.00520880827	0.01199414085	0.01905230727	0.01504317013
1.741025641	1.069230769	0.4778382095	0.6412018847	1.341880729	1.56411093	1.536427385	0.009617361609	0.004047322966	0.005246751658	0.01211720053	0.01952257938	0.01540123919
1.741025641	1.076923077	0.4827168892	0.6487534149	1.343962537	1.580080344	1.554522119	0.009712978278	0.004072298393	0.00528599288	0.01224235157	0.02000079568	0.01576535072
1.741025641	1.084615385	0.4876651141	0.6564167985	1.346040099	1.596277401	1.572884873	0.009810154466	0.004098535496	0.005326560063	0.01236962651	0.02048696345	0.01613551309
1.741025641	1.092307692	0.4926838812	0.6641932648	1.348112431	1.612705364	1.591518592	0.009908914386	0.004126063322	0.005368481567	0.01249905808	0.02098109024	0.01651173488
1.741025641	1.1	0.4977741952	0.6720840527	1.350178573	1.629367522	1.610426245	0.01000928248	0.004154911162	0.005411785992	0.01263067925	0.02148318385	0.01689402493
1.741025641	1.107692308	0.5029370682	0.6800904118	1.352237596	1.646267188	1.629610826	0.0101112834	0.004185108549	0.00545650217	0.01276452318	0.02199325236	0.01728239226
1.741025641	1.115384615	0.50817352	0.6882136014	1.354288593	1.6634077	1.649075352	0.01021494205	0.004216685264	0.005502659172	0.01290062327	0.02251130411	0.01767684614
1.741025641	1.123076923	0.5134845778	0.696454891	1.356330689	1.68079242	1.668822866	0.01032028354	0.00424967133	0.005550286302	0.01303901312	0.02303734771	0.01807739607
1.741025641	1.130769231	0.5188712764	0.7048155603	1.358363032	1.698424735	1.688856433	0.01042733324	0.004284097018	0.005599413103	0.01317972656	0.02357139204	0.01848405176
